CRS_DPT_CD,CRS_NO,CRS_MIN_CDT,CRS_MAX_CDT,CRS_CREDITVARIABLE,CRS_SHORTTITLE,CRS_LONGTITLE,CRS_DESCRIPTION,CRS_STARTTERM,CRS_ENDTERM,CRS_CREDITVECTOR,ADMIN_CAMPUS_CD,CRS_LEVEL,CRS_GRADE_TYPE,CRS_CRSE_TYP_CD,Pre-requisites,Core-requisites,CRS_DUPLICATES,CRS_DUPLNOTE,CRS_CRSE_REF_CD,CRS_FACL_APPR_DT,CRS_SNTE_APPR_DT,SEC_SES
SPHA,531,1.5,1.5,,ECON EVALUATION,Economic Evaluation,Maximizing health benefits from health care budgets.,2008W,,,UBC,G,PCNT,ACAD,,,,,, 07/10/2008, 07/10/2008,2018W
SPHA,532,1.5,1.5,,HEALTH ECONOMICS,Health Economics,"Economic strengths and weaknesses of current arrangements, and the prospects and objectives of various proposals for reform.",2008W,,,UBC,G,PCNT,ACAD,,,,,, 07/10/2008, 07/10/2008,2018W
SPHA,533,1.5,1.5,,HC PRIORTY STTNG,Health Care Priority Setting,"Application of priority setting and resource allocation methods to improve health from the perspective of the policy maker, health professional, and patient.",2015W,,,UBC,G,PCNT,ACAD,,,,,, 03/16/2015, 07/20/2015,2018W
SPHA,542,1.5,1.5,,OPER & LOGISTICS,Operations and Logistics,The application of management tools and principles to production and allocation problems.,2008W,,,UBC,G,PCNT,ACAD,,,,,, 07/10/2008, 07/10/2008,2018W
SPHA,543,1.5,1.5,,INFO TECH MGMT,Information Technology for Management,"The role of IT in health care management, the importance of effective IT in a health care setting, and the strategic uses of IT.",2017W,,,UBC,G,PCNT,ACAD,,,,,, 01/16/2017, 06/05/2017,2018W
SPHA,551,1.5,1.5,,DES & MEASURE 1,Design and Measurement 1,Basic concepts and methods in Epidemiology.,2008W,,,UBC,G,PCNT,ACAD,,,,,, 07/10/2008, 07/10/2008,2018W
SPHA,552,1.5,1.5,,DES & MEASURE 2,Design and Measurement 2,"Clinical Epidemiology, trials and the evaluation of diagnostic tools and therapeutic interventions.",2008W,,,UBC,G,PCNT,ACAD,,,,,, 07/10/2008, 07/10/2008,2018W
SPHA,553,1.5,1.5,,PROG PLAN & EVAL,Program Planning and Evaluation,Basic concepts and principles underlying program planning and evaluation in health services.,2008W,,,UBC,G,PCNT,ACAD,,,,,, 07/10/2008, 07/10/2008,2018W
SPHA,554,1.5,1.5,,APP STAT IN MGMT,Application of Statistics in Management,Data analysis and statistical inference. Applications in assessment of the legitimacy and significance of reports.,2008W,,,UBC,G,PCNT,ACAD,,,,,, 07/10/2008, 07/10/2008,2018W
SPHA,555,1.5,1.5,,BIOSTATISTICS,Biostatistics,"Data collection, numeric and graphic summarization, and elementary statistical analysis. Examples primarily from health sciences.",2008W,,,UBC,G,PCNT,ACAD,,,,,, 07/10/2008, 07/10/2008,2018W
SPHA,556,1.5,1.5,,SOC DETER HEALTH,Social Determinants of Health,"Foundations of population health. An overview of research on determinants of health, with an emphasis on the social determinants of health.",2017W,,,UBC,G,PCNT,ACAD,,,,,, 01/16/2017, 06/05/2017,2018W
SPHA,557,1.5,1.5,,QUAL HEALTH CARE,Quality of Health Care,"Current concepts, methods, and applications in health care quality assessment and improvement.",2008W,,,UBC,G,PCNT,ACAD,,,,,, 07/10/2008, 07/10/2008,2018W
SPHA,562,1.5,1.5,,HLTH CARE LAW,Health Care Law,,2008W,,,UBC,G,PCNT,ACAD,,,,,, 07/10/2008, 07/10/2008,2018W
SPHA,563,1.5,1.5,,ETHCS HLTH CARE,Ethics and Ethical Decision Making in Health Care,Ethical dilemmas in the health care setting. Understanding how Ethical features of the system may contribute to or perpetuate some of these problems.,2017W,,,UBC,G,PCNT,ACAD,,,,,, 01/16/2017, 06/05/2017,2018W
SPHA,581,1.5,3.0,d,DIR STUDIES,Directed Studies,Opportunity to focus on a selected topic under faculty supervision.,2008W,,,UBC,G,PCNT,ACAD,,,,,, 07/10/2008, 07/10/2008,2018W
SPHA,590,1.5,6.0,d,RES PROJECT,Research Project,Completion of a bounded project within a health agency and under individual faculty supervision. Honours/Pass/Fail.,2016S,,,UBC,G,HPF,ACAD,,,,,, 03/18/2016, 04/13/2016,2018W
SPPH,300,3.0,3.0,,WORK INT HEALTH,Working in International Health,"This is a tutored, web based Interprofessional Health and Human Service (IHHS) course on planning/preparing for work in a developing country. Causes of ill health amongst populations living in poverty; analysis of available solutions. Health Science background not essential. Credit will be granted for only one of SPPH 300 or IHHS 300.",2015W,,,UBC,U,PCNT,ACAD,,,,,, 12/12/2014, 03/18/2015,2018W
SPPH,301,3.0,3.0,,SOCIOCULT DETERM,Understanding the Sociocultural Determinants of the Health of Populations,"The Interprofessional Health and Human Service (IHHS) course covers the idea of ""population health,"" and the implementation and evaluation of programs or policies to improve health. Open to all students. Credit will be granted for only one of SPPH 200 or IHHS 200.",2017W,,[3-0-0],UBC,U,PCNT,ACAD,,,,,, 02/17/2017, 04/12/2017,2018W
SPPH,302,3.0,3.0,,TPCS HLTH INFORM,Topics in Health Informatics for Health/Life Sciences Students,Interprofessional Health and Human Service (IHHS) course. Credit will be granted for only one of SPPH 302 or IHHS 302.,2015W,,,UBC,U,PCNT,ACAD,,,,,, 12/12/2014, 03/18/2015,2018W
SPPH,381,1.5,3.0,d,SELECTED TOPICS,Selected Topics,"By seminar and directed readings, certain topics of current interest are explored in depth.",2016W,,,UBC,U,PCNT,ACAD,,,,,, 03/18/2016, 05/03/2016,2018W
SPPH,400,3.0,3.0,,STATS HEALTH SC,Statistics for Health Research,"Planned collection, numeric and graphic summarization, and elementary statistical analysis of data. Examples primarily from health sciences illustrate standard techniques for parametric and non-parametric hypothesis testing; regression and correlation; contingency tables. Also randomization, ""blindfolding"" and other specifically biomedical topics in statistics. Class size may be limited.",2007S,,[3-0],UBC,U,PCNT,ACAD, (Ability to use high school Algebra and simple graphs.),,,,, 02/27/2008, 02/27/2008,2018W
SPPH,410,3.0,3.0,,IMPRV PBLIC HLTH,Improving Public Health: An Interprofessional Approach to Designing and Implementing Effective Interventions,"This Interprofessional Health and Human Service (IHHS) course promotes collaborating interprofessionally. Each student team will identify and research a critical public health issue, and develop a detailed practical and effective intervention. Intended for students in health and human service programs. Credit will be granted for only one of SPPH 410 or IHHS 410.",2015W,,,UBC,U,PCNT,ACAD,,,,,, 12/12/2014, 03/18/2015,2018W
SPPH,411,3.0,3.0,,VIOLENC LIFESPAN,Violence Across the Lifespan,"This Interprofessional Health and Human Service (IHHS) course covers violence in families across the lifespan. Particular emphasis on intersections of race, class, and gender; the long-term impact of childhood exposure to violence; and prevention-focused initiatives. Credit will be granted for only one of SPPH 411 or IHHS 411.",2015W,,,UBC,U,PCNT,ACAD,,,,,, 12/12/2014, 03/18/2015,2018W
SPPH,481,1.0,6.0,d,SPCL TOPICS PPH,Special Topics in Population and Public Health,Selected topics will vary.  Multiple versions may be taken. This course takes an interprofessional approach and population/public health perspective in addressing current issues in healthcare and health-related fields.,2015W,,,UBC,U,PCNT,ACAD,,,,,, 06/25/2015, 07/20/2015,2018W
SPPH,500,3.0,3.0,,AN METH EPID RES,Analytical Methods in Epidemiological Research,"Basic epidemiological designs as a framework for commonly used biostatistical techniques such as the Mantel-Haenszel, chi-squared, linear and logistic regression, and survival analysis. Computer packages will be available for computation of assignments.",2013S,,,UBC,G,PCNT,ACAD,"Either (a) all of HCEP 400, HCEP 502 or (b) all of SPPH 400, SPPH 502 or (c) all of SPPH 567, SPPH 502.",,,,, 05/15/2012, 06/08/2012,2018W
SPPH,501,3.0,3.0,,ANA LONG DATA,Analysis of Longitudinal Data from Epidemiological Studies,To explore and compare methods of analyzing continuous and categorical longitudinal data. The issues of missing data and errors in measurement/misclassification will be covered in depth.,2013S,,,UBC,G,PASS,ACAD,"Either (a) all of HCEP 400, HCEP 500, HCEP 502 or (b) all of SPPH 400, SPPH 500, SPPH 502 or (c) all of SPPH 500, SPPH 502, SPPH 567.",,,,, 10/19/2012, 11/09/2012,2018W
SPPH,502,3.0,3.0,,EPID METHODS 1,Epidemiological Methods 1,Sources and uses of epidemiologic data for health services planning and administration including methods of data collection and study design.,2013S,,,UBC,G,PCNT,ACAD," (Enrolment in a Health Care and Epidemiology graduate program, or permission of instructor.)",,,,, 10/19/2012, 11/09/2012,2018W
SPPH,503,3.0,3.0,,EPIDEM METHODS 2,Epidemiological Methods 2,Critical thinking in epidemiology; principles and methods of study design; context for epidemiological investigations of human health.,2013W,,,UBC,G,PCNT,ACAD,"Either (a) all of HCEP 400, HCEP 502 or (b) all of SPPH 400, SPPH 502.",,,,, 10/18/2013, 11/21/2013,2018W
SPPH,504,3.0,3.0,,APPL EPID MTHDS,Application of Epidemiological Methods,This second level course will teach research trainees to apply methods taught in prior courses towards the development of a fundable research protocol and the analysis and interpretation of real epidemiologic data.,2015S,,,UBC,G,PCNT,ACAD,"Either (a) all of HCEP 400, HCEP 500, HCEP 502 or (b) all of SPPH 400, SPPH 500, SPPH 502 and one of SPPH 503, SPPH 506, SPPH 519, SPPH 530.",,,,, 05/06/2015, 06/04/2015,2018W
SPPH,505,3.0,3.0,,SCI EPIDMGL THNK,Scientific Basis for Epidemiological Thinking,The course will provide a framework for students to use epidemiological and other scientific evidence to make decisions about causation and to recommend policy actions.,2013S,,,UBC,G,PCNT,ACAD,,,,,, 10/19/2012, 11/09/2012,2018W
SPPH,506,3.0,3.0,,QUANTV RES METHD,Quantitative Research Methods,"Major quantitative research designs, measurement reliability and validity, common data sources used, internal and external validity, research proposals, and peer review. Credit will be granted for only one of SPPH 506 or SPPH 548.",2015S,,,UBC,G,PCNT,ACAD,,,,,, 03/16/2015, 06/04/2015,2018W
SPPH,507,1.5,1.5,,MSC RESEARCH SEM,M.Sc. Research Seminar,SPPH 507 in conjunction with SPPH 607 is a required course for students in the M.Sc. program. Students present and discuss their research and other topics of interest.,2008S,,,UBC,G,PASS,ACAD,,,,,, 02/16/2008, 02/16/2008,2018W
SPPH,508,6.0,6.0,,MPH PRACTICUM,M.P.H. Practicum,Includes a significant component of applied epidemiology and biostatistics in a field setting.,2018W,,,UBC,G,PASS,ACAD," (SPPH 400, SPPH 502, SPPH 525)",,,,, 12/08/2017, 02/02/2018,2018W
SPPH,510,3.0,3.0,,SRVY HEALTH MEAS,Survey Methods in Health Measurement,"Concepts and techniques of measurement in epidemiological research.  Topics covered include validity, reliability and misclassification, scale design and the construction of questionnaires and indices for both health outcomes and exposures.",2016W,,,UBC,G,PCNT,ACAD,Either (a) HCEP 400 or (b) SPPH 400.,,,,, 11/13/2015, 12/15/2015,2018W
SPPH,511,3.0,3.0,,CANCER EPID,Cancer Control and Epidemiology,"Collection and analysis of epidemiological data on cancer; genetic, occupational, and other risk factors; analytic techniques; cancer control, prevention, screening, early detection, and policy issues.",2015S,,,UBC,G,PCNT,ACAD,SPPH 502. (or equivalent.),,,,, 05/23/2014, 06/06/2014,2018W
SPPH,512,3.0,3.0,,DSGN CLIN TRIAL,The Design and Analysis of Clinical Trials,"Ethical considerations, intention-to-treat versus efficacy trials, principles of sampling and exclusion, methods of allocation and techniques of randomization, parallel versus cross over design, monitoring treatment outcomes, adverse effects, stopping rules, analytic techniques and data interpretation, and logistical issues in the management of clinical trials.",2008S,,,UBC,G,PCNT,ACAD,"Either (a) one of HCEP 502, HCEP 513 or (b) one of SPPH 502, SPPH 513.",,,,, 02/16/2008, 02/16/2008,2018W
SPPH,513,3.0,3.0,,CLINICAL EPIDLGY,Clinical Epidemiology,Principles and methods of epidemiology are applied to clinical problems. Evaluation and design of laboratory and clinical tests and of therapeutic interventions.,2008S,,,UBC,G,PCNT,ACAD,"Either (a) one of HCEP 400, HCEP 502 or (b) one of SPPH 400, SPPH 502.",,,,, 02/16/2008, 02/16/2008,2018W
SPPH,514,3.0,3.0,,HLTH CR DEC ANLY,Decision Analysis in Health Care,"Methods and application of decision analysis to improve health from the perspective of the policy maker, health professional, and patient.",2013S,,,UBC,G,PCNT,ACAD,"Either (a) all of HCEP 400, HCEP 502 or (b) all of SPPH 400, SPPH 502.",,,,, 10/19/2012, 11/09/2012,2018W
SPPH,515,3.0,3.0,,SURVLNC&MONITRNG,Surveillance and Monitoring in Public Health,,2013S,,,UBC,G,PCNT,ACAD,"Either (a) all of HCEP 400, HCEP 502 or (b) all of SPPH 400, SPPH 502.",,,,, 10/19/2012, 11/09/2012,2018W
SPPH,516,3.0,3.0,,SYST REV HLTH RS,Methods for Systematic Reviews in Health Research,,2012S,,,UBC,G,PCNT,ACAD,,,,,, 06/24/2011, 11/04/2011,2018W
SPPH,517,3.0,3.0,,RSCH SURGICAL PR,Clinical Research methods for Surgical Procedures,,2008S,,,UBC,G,PCNT,ACAD,,,,,, 02/16/2008, 02/16/2008,2018W
SPPH,518,3.0,3.0,,MATH MDL COM DIS,Mathematical Modeling of Communicable Diseases,Application of mathematical models in understanding communicable disease dynamics and control; interpretation of model outcomes; modeling methods and their applications.,2008W,,,UBC,G,PCNT,ACAD,,,,,, 02/14/2008, 02/14/2008,2018W
SPPH,519,3.0,3.0,,QUAL MTH RES DES,Qualitative Methods in Health Research Design,"Purposes, context, procedures, and relationships within qualitative health research and methologies.",2008W,,,UBC,G,PCNT,ACAD,,,,,, 02/14/2008, 02/14/2008,2018W
SPPH,520,3.0,3.0,,CNTRL COM DIS,Control of Communicable Disease,"Epidemiology of viral, bacterial and parasitic infections with emphasis on the control of these infections in human populations. Immunization programs will be stressed.",2013S,,,UBC,G,PCNT,ACAD,"Either (a) all of HCEP 400, HCEP 502 or (b) all of SPPH 400, SPPH 502.",,,,, 10/19/2012, 11/09/2012,2018W
SPPH,522,3.0,3.0,,TPS ENVIRON HLTH,Topics in Environmental Health,"Role of air, water, food and solid waste as sources of human health risks; global environmental health issues; sustainability.",2008S,,,UBC,G,PCNT,ACAD,,,,Same as OCCH 510.,, 02/16/2008, 02/16/2008,2018W
SPPH,523,3.0,3.0,,HLTH & HUMAN SEC,Global Health and Human Security,"Global threats to human health stemming from conflict, poverty, and environmental degradation.",2008S,,,UBC,G,PCNT,ACAD,,,,,, 02/16/2008, 02/16/2008,2018W
SPPH,524,3.0,3.0,,BIOL P HLTH PRAC,Core Biological Concepts of Public Health Practice,"Cell biology, microbiology, molecular science, genetics, physiology, and evolution.",2008W,,,UBC,G,PCNT,ACAD,,,,,, 02/14/2008, 02/14/2008,2018W
SPPH,525,3.0,3.0,,ISS PUBLIC HLTH,Issues and Concepts in Public Health,History of public health research and practice; occupational and environmental health; health services and systems; social and lifecourse determinants of health; and population health and emerging trends.,2008W,,,UBC,G,PCNT,ACAD,,,,,, 02/14/2008, 02/14/2008,2018W
SPPH,526,3.0,3.0,,LDRSHIP PUB HLTH,Leadership in Public Health,"Organizational structure; engaging others in an organization; inter-organizational networking; building coalitions; identification of opportunities to bring change to organizations through knowledge development, management, synthesis, and implementation.",2017W,,,UBC,G,PCNT,ACAD,,,,,, 01/13/2017, 06/05/2017,2018W
SPPH,527,3.0,3.0,,SOC DETRMIN HLTH,Social Determinants of Health,Foundational thinking giving rise to the concept of population health.  Overview of the current state of research.,2013W,,,UBC,G,PCNT,ACAD,,,,,, 10/19/2012, 11/09/2012,2018W
SPPH,529,0,0,,MAJOR ESSAY,Major Essay,Required for all M.H.Sc. students.,2008S,,,UBC,G,PASS,ACAD,,,,,, 02/16/2008, 02/16/2008,2018W
SPPH,531,3.0,3.0,,HLTCR SYSTM ANYL,Health Care Systems Analysis,"Theory, concepts, measurement, and practical skills using administrative data for analysis of health care systems.",2015W,,,UBC,G,PCNT,ACAD,,,,,, 05/23/2014, 12/17/2014,2018W
SPPH,532,3.0,3.0,,ENVR HEALTH RISK,Environmental Health Risk Assessment and Communication,,2013S,,,UBC,G,PCNT,ACAD,,,,,, 10/19/2012, 11/09/2012,2018W
SPPH,533,3.0,3.0,,TOX & PUBL HLTH,Toxicology and Public Health,Mechanism of action of commonly encountered occupational toxic agents; relevance of laboratory and epidemiological evidence.,2013S,,,UBC,G,PCNT,ACAD, (Permission of instructor.),,,,, 05/15/2012, 10/05/2012,2018W
SPPH,534,3.0,3.0,,OCC HLT ILL PRCS,Occupational Health and Illness Processes,"Occupational diseases; research, historical perspectives, and surveillance.",2011W,,,UBC,G,PCNT,ACAD,,,,,, 02/11/2011, 09/30/2011,2018W
SPPH,535,3.0,3.0,,OCC & ENV HYG,Principles of Occupational and Environmental Hygiene,"Scientific basis for the recognition, evaluation, and control of chemical, physical, and biological, exposures; standard setting; exposure monitoring methods.",2011W,,,UBC,G,PCNT,ACAD,,,OCCH501,,, 02/11/2011, 03/17/2011,2018W
SPPH,536,3.0,3.0,,ABORIG PB HEALTH,"Aboriginal People and Public Health: Ethics, Policy, and Practice",Experience of colonization; <i>Indian Act</i>; the histories and intergenerational impact of the residential school; child-welfare systems; communicable disease prevention; the challenge of ethical public health practice; and traditional healing.,2008W,,,UBC,G,PCNT,ACAD,,,,,, 02/14/2008, 02/14/2008,2018W
SPPH,537,3.0,3.0,,PERINATL EPIDLGY,Perinatal Epidemiology,"Indicators of maternal/newborn well-being across population subgroups, changing trends in obstetrical intervention, perinatal morbidity, and the analysis of perinatal data.",2010S,,,UBC,G,PCNT,ACAD," (SPPH 400, SPPH 502)", (SPPH 500),OBST 507,,, 08/07/2009, 02/04/2010,2018W
SPPH,538,3.0,3.0,,ETHC PRC PB HLTH,Application of Ethical Theories in the Practice of Public Health,,2008W,,,UBC,G,PCNT,ACAD,,,,,, 02/14/2008, 02/14/2008,2018W
SPPH,540,3.0,3.0,,PROG PLN & EVAL,Program Planning and Evaluation,Examines the concept of evaluation in health services and how various methodological approaches can be used in evaluative studies.,2012W,,,UBC,G,PCNT,ACAD,"Either (a) all of HCEP 400, HCEP 502 or (b) all of SPPH 400, SPPH 502.",,,,, 03/21/2012, 11/23/2012,2018W
SPPH,541,3.0,3.0,,ECONOMIC EVAL,Economic Evaluation,"Economic evaluation of health service interventions and programs, with emphasis on methods and components of program costing.",2013S,,,UBC,G,PCNT,ACAD,,,,,, 10/19/2012, 11/09/2012,2018W
SPPH,542,3.0,3.0,,CDN HLTH POL,Canadian Health Policy,Analysis of the evolution and structure of the Canadian health care system.,2013S,,,UBC,G,PCNT,ACAD,,,,,, 10/19/2012, 11/09/2012,2018W
SPPH,545,3.0,3.0,,COM HLTH PROM,Community Health Promotion,"Practice and community-based (participatory) research related to health promotion, including its historical and philosophical roots. Application of social and behavioural theories to participatory research and the planning, implementation, and evaluation of community health promotion initiatives.",2014W,,,UBC,G,PCNT,ACAD,,,,,, 10/18/2013, 11/21/2013,2018W
SPPH,546,3.0,3.0,,INTRO HLTH ECON,Introduction to Health Economics,"Broad understanding of the health system and health system change from an economics perspective, with a focus on delivery, organization, and financing of healthcare.",2017W,,,UBC,G,PCNT,ACAD,,,,,, 05/31/2017, 11/15/2017,2018W
SPPH,547,3.0,3.0,,PRIORTY SETTING,Health Care Priority Setting,"Resource allocation, economics and ethics based approaches for decision making, uptake of evidence to inform resource use in health care.",2011W,,,UBC,G,PCNT,ACAD,,,,,, 08/26/2011, 12/14/2011,2018W
SPPH,549,3.0,3.0,,ADV ECON EVAL HC,Advanced Economic Evaluation in Health Care,"Economic evaluation of health technologies, considering, in detail, the policy context for the use of economic evaluation.",2017W,,,UBC,G,PCNT,ACAD,SPPH 541. (Or equivalent training.),,PHAR 560.,,, 05/31/2017, 11/15/2017,2018W
SPPH,550,3.0,3.0,,SBST USE ADDICTN,Public Health Approaches to Substance Use and Addictions,"Critical examination of strategies regarding addictive behaviours, substance use and related problems, in the context of a multidisciplinary approach.",2014W,,,UBC,G,PCNT,ACAD,,,,,, 01/07/2014, 04/16/2014,2018W
SPPH,552,3.0,3.0,,RSK COMM PUBL HL,Risk and Communication in Public Health,"Theory and practice of risk communication in public health, basic principles underlying effective science communication with peers, the media, and the public.",2017W,,,UBC,G,PCNT,ACAD,,,,,, 05/31/2017, 07/17/2017,2018W
SPPH,553,3.0,3.0,,FNDS PHC,Foundations of Public Health Computing,"Data gathering, cleaning, analysis, and visualization to produce key results using statistical software.",2018W,,,UBC,G,PCNT,ACAD,"All of SPPH 400, SPPH 502.",,,,, 03/19/2018, 04/18/2018,2018W
SPPH,555,3.0,3.0,,INJ PRVNTN,Principles and Practices of Injury Prevention,"Injury epidemiology; surveillance; development, implementation, and evaluation techniques of preventive strategies; determinants of health; social marketing; injury policy; evidence-based prevention strategies; utilization of injury datasets.",2010W,,,UBC,G,PCNT,ACAD,,,,,, 06/19/2009, 03/31/2010,2018W
SPPH,562,3.0,3.0,,CHEM&BIOL HZ MEA,Chemical and Biological Hazard Measurement,"Industrial hygiene and environmental exposure monitoring, methods, and instrumentation, and theory. Laboratories demonstrate workplace sampling and analysis techniques.",2011W,,[2-3],UBC,G,PCNT,ACAD,SPPH 535.,,,,, 03/09/2011, 05/12/2011,2018W
SPPH,563,3.0,3.0,,CHEM&BIOL HZ CON,Technical Aspects of Chemical and Biological Hazard Control,"Industrial ventilation, heating and air conditioning systems, respiratory protection, chemical protective clothing.",2011W,,,UBC,G,PCNT,ACAD,SPPH 535.,,,,, 03/09/2011, 05/12/2011,2018W
SPPH,565,3.0,3.0,,ERGONOMICS,Ergonomics,"Human factors in workplace design, anthropometry, work physiology.",2011W,,,UBC,G,PCNT,ACAD,,,,,, 03/09/2011, 05/12/2011,2018W
SPPH,566,3.0,3.0,,OCCH PRACTICE,Occupational Hygiene Practice,"Application of occupational hygiene principles using field investigations, critical appraisal of results, and communication with labour and management.",2014W,,[2-3],UBC,G,PASS,ACAD,SPPH 562.,SPPH 563.,,,, 10/18/2013, 11/21/2013,2018W
SPPH,567,3.0,3.0,,Q MTHDS EXP DATA,Quantitative Methods for the Assessment and Analysis of Exposure Data,"Determinants of exposure, sampling strategies.",2011W,,,UBC,G,PCNT,ACAD, (Introductory statistics.),,,,, 03/09/2011, 05/12/2011,2018W
SPPH,568,3.0,3.0,,SAFETY,Safety,Safety management; systems analysis; accident investigation; collection of accident data; fault trees; total loss control.,2011W,,,UBC,G,PCNT,ACAD,,,,,, 03/09/2011, 05/12/2011,2018W
SPPH,570,6.0,6.0,,ISS PUBL HLTH PR,Current Issues in Public Health Practice,,2013S,,,UBC,G,PASS,ACAD,,,,,, 10/19/2012, 11/09/2012,2018W
SPPH,571,3.0,3.0,,PUB HLTH TRANS,"Public Health, Transportation, and the Built Environment",Health issues associated with transportation and the built environment; design of urban form for non-motorized transportation for the improvement of personal and environmental health; factors that impact transportation choices; applying findings from research to specific transportation planning processes and projects. Credit will be granted for only one of PLAN 579 or SPPH 571.,2012W,,,UBC,G,PCNT,ACAD,,,PLAN579,,, 03/16/2011, 07/12/2012,2018W
SPPH,576,1.5,1.5,,INTRO INDIG HRE,Introduction to Indigenous Health Research Ethics,Principles and regulatory requirements related to conducting health research with Indigenous communities.,2018S,,,UBC,G,PCNT,ACAD,,,,,, 08/25/2017, 11/15/2017,2018W
SPPH,578,1.5,1.5,,SCL DT INDG HLTH,Social Determinants of Indigenous Health,"Survey of impacts of land and resources, housing, education, criminal justice systems, child apprehension and other determinants on the health of Indigenous peoples in Canada.",2018S,,,UBC,G,PCNT,ACAD,,,,,, 08/25/2017, 11/15/2017,2018W
SPPH,580,3.0,6.0,d,DIR STUDIES,Directed Studies,,2008S,,,UBC,G,PASS,ACAD,,,,,, 02/16/2008, 02/16/2008,2018W
SPPH,581,1.5,3.0,d,SELECTED TOPICS,Selected Topics,"By seminar and directed readings, certain topics of current interest are explored in depth.",2008S,,,UBC,G,PCNT,ACAD,,,,,, 02/16/2008, 02/16/2008,2018W
SPPH,598,6.0,6.0,,OCC &ENV HY PROJ,Occupational and Environmental Hygiene Project,Applied project on approved topic based on practicum: requires a written and oral report.,2011W,,,UBC,G,PASS,ACAD,,,,,, 03/09/2011, 05/12/2011,2018W
SPPH,599,12.0,12.0,,MSC THESIS,M.Sc. Thesis,,2008S,,,UBC,G,PASS,ACAD,,,,,, 02/16/2008, 02/16/2008,2018W
SPPH,607,1.5,1.5,,PHD RES SEMINAR,Ph.D. Research Seminar,Required course in Ph.D. program. Topics of current interest will be presented and discussed by students and various faculty.,2008S,,,UBC,G,PASS,ACAD,,,,,, 02/16/2008, 02/16/2008,2018W
SPPH,621,3.0,3.0,,APPRCH ENQUIRY,Approaches to Enquiry in Population and Public Health,Research approaches in the area of population and public health; focus on developing research questions and the centrality of research questions in conducting research.,2016W,,,UBC,G,PCNT,ACAD,,,,,, 11/13/2015, 12/15/2015,2018W
SPPH,681,1.5,3.0,d,SELECTED TOPICS,Selected Topics,"By seminar and directed readings, certain topics of current interest are explored in depth.",2014W,,,UBC,G,PCNT,ACAD,,,,,, 05/16/2014, 07/21/2014,2018W
SPPH,699,0,0,,DOC DISSERTATION,Doctoral Dissertation,,2008S,,,UBC,G,PASS,ACAD,,,,,, 02/16/2008, 02/16/2008,2018W
SPPH,710,0,0,,ISS PUBL HLTH PR,Current Issues in Public Health Practice,,2013S,,,UBC,G,PASS,ACAD,,,,,, 10/19/2012, 11/09/2012,2018W
SPPH,718,0,0,,CLINIC EPIDEMLGY,Fundamentals of Clinical Epidemiology,Seminar series covering critical appraisal of the medical literature and basic research methods for residents in any post-graduate training program.,2008S,,,UBC,G,PASS,ACAD,,,,,, 02/16/2008, 02/16/2008,2018W
STAT,200,3.0,3.0,,ELEM STAT APPLIC,Elementary Statistics for Applications,"Classical, nonparametric, and robust inferences about means, variances, and analysis of variance, using computers. Emphasis on problem formulation, assumptions, and interpretation. See the Faculty of Science Credit Exclusion Lists: www.calendar.ubc.ca/vancouver/index.cfm?tree=12,215,410,414.",2009W,,[3-1-0],UBC,U,PCNT,ACAD,"One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001.",,,,, 03/19/2009, 03/19/2009,2018W
STAT,203,3.0,3.0,,STATISTICAL MTHD,Statistical Methods,"Organizing, displaying and summarizing data. Inference estimation and testing for elementary probability models. Not for credit towards a B.Sc. (Consult the Credit Exclusion list within the Faculty of Science section in the Calendar.)",2010W,,[3-1-0],UBC,U,PCNT,ACAD,MATH 11. (Or Pre-calculus 11.),,,,, 01/06/2010, 01/08/2010,2018W
STAT,241,3.0,3.0,,INTRO PROB&STATS,Introductory Probability and Statistics,"Probability models, random variables and vectors, estimation, testing, regression, analysis of variance, goodness of fit, quality control. (Consult the Credit Exclusion list within the Faculty of Science section of the Calendar).",2016S,,[3-1-0],UBC,U,PCNT,ACAD,"One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001.",,,,, 03/02/2016, 04/04/2016,2018W
STAT,251,3.0,3.0,,ELEM STATISTICS,Elementary Statistics,"Probability, discrete and continuous random variables, joint probability distributions, estimation, hypothesis testing, regression, analysis of variance, goodness of fit. (Consult the Credit Exclusion list within the Faculty of Science section of the Calendar).",2016S,,[3-1-0],UBC,U,PCNT,ACAD,"One of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001.",,,,, 03/02/2016, 04/04/2016,2018W
STAT,300,3.0,3.0,,INT STATS APPLIC,Intermediate Statistics for Applications,"Further topics in statistical inference, including parametric and non-parametric methods, goodness-of-fit methods, analysis of variance and covariance, regression analysis, categorical data analysis, experimental designs, time series, model fitting, and statistical computing.",2018S,,[3-1-0],UBC,U,PCNT,ACAD,"One of STAT 200, STAT 241, STAT 251, BIOL 300, COMM 291, ECON 325, ECON 327, FRST 231, PSYC 218, PSYC 278, PSYC 366.",,COMM411,,, 11/01/2017, 02/13/2018,2018W
